dashboard_id,category,sheet_name,mark_type,status,rule_id,severity,problem,fix,field_name,aggregation,field_type,shelf,annotator_label,notes
healthcare/Healthcare (1),healthcare,Dr's Expenditure,circle,Clean,,,,,,,,,,
healthcare/Healthcare (1),healthcare,Nep Age grps,pie,Clean,,,,,,,,,,
healthcare/Healthcare (1),healthcare,Nep p's 2,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses avg aggregation on 'Number of Records' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Number of Records,avg,quantitative,rows,,
healthcare/Healthcare (1),healthcare,Neu Age Grps,pie,Clean,,,,,,,,,,
healthcare/Healthcare (1),healthcare,P's Feedback,square,Clean,,,,,,,,,,
healthcare/Healthcare (1),healthcare,Patient L & T,bar,Clean,,,,,,,,,,
healthcare/Healthcare (1),healthcare,Pul Age Grps,pie,Clean,,,,,,,,,,
healthcare/Healthcare (1),healthcare,Top10Diseases,circle,Clean,,,,,,,,,,
healthcare/Healthcare (1),healthcare,neu p's2,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses avg aggregation on 'Number of Records' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Number of Records,avg,quantitative,rows,,
healthcare/Healthcare (1),healthcare,pul p's 2,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses avg aggregation on 'Number of Records' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Number of Records,avg,quantitative,rows,,
healthcare/HealthCare (2),healthcare,Medicare Enrollment By State,square,Clean,,,,,,,,,,
healthcare/HealthCare (2),healthcare,Uninsured Rates (2015),square,Clean,,,,,,,,,,
healthcare/Healthcare (3),healthcare,Sheet 3,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses avg aggregation on 'Number of Records' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Number of Records,avg,quantitative,rows,,
healthcare/healthcare (4),healthcare,Sheet 2,line,Clean,,,,,,,,,,
healthcare/healthcare (6),healthcare,Sheet 3,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_1132655370095890432' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_1132655370095890432,sum,quantitative,cols,,
healthcare/Healthcare (7),healthcare,Sheet 12,pie,Clean,,,,,,,,,,
healthcare/Healthcare (7),healthcare,Sheet 5,circle,Clean,,,,,,,,,,
healthcare/Healthcare (7),healthcare,Sheet 6,bar,Clean,,,,,,,,,,
healthcare/Healthcare (8),healthcare,Admissions,circle,Clean,,,,,,,,,,
healthcare/Healthcare (8),healthcare,Average Wait Time - Doctors,bar,Clean,,,,,,,,,,
healthcare/Healthcare (8),healthcare,Average Wait Time vs Target,bar,Clean,,,,,,,,,,
healthcare/Healthcare (8),healthcare,Expense Mix,area,Clean,,,,,,,,,,
healthcare/Healthcare (8),healthcare,Payroll by Expense Object,circle,Clean,,,,,,,,,,
healthcare/Healthcare (8),healthcare,Readmission Rate,circle,Clean,,,,,,,,,,
healthcare/Healthcare (8),healthcare,Readmissions,circle,Clean,,,,,,,,,,
healthcare/Healthcare (8),healthcare,Readmissions by Day of Week,circle,Clean,,,,,,,,,,
healthcare/Healthcare (8),healthcare,Readmissions by Week Type,pie,Clean,,,,,,,,,,
healthcare/Healthcare - General healthcare products,healthcare,Age,square,Clean,,,,,,,,,,
healthcare/Healthcare Analytics Dashboard,healthcare,admission type,bar,Clean,,,,,,,,,,
healthcare/Healthcare Analytics Dashboard,healthcare,bar-bar,bar,Clean,,,,,,,,,,
healthcare/Healthcare Analytics Dashboard,healthcare,bar-bar (3),bar,Clean,,,,,,,,,,
healthcare/Healthcare Analytics Dashboard,healthcare,hospital vs insurance cost ,square,Clean,,,,,,,,,,
healthcare/Healthcare Analytics Dashboard,healthcare,meds condition by medications,square,Clean,,,,,,,,,,
healthcare/Healthcare Analytics Dashboard,healthcare,meds condition by medications (2),square,Clean,,,,,,,,,,
healthcare/Healthcare Analytics Dashboard,healthcare,patient trend,area,Clean,,,,,,,,,,
healthcare/Healthcare Analytics Dashboard,healthcare,seasonality,square,Clean,,,,,,,,,,
healthcare/Healthcare Dashboard (1),healthcare,Admission by Devision,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses max aggregation on 'Number of Records' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Number of Records,max,quantitative,rows,,
healthcare/Healthcare Dashboard (1),healthcare,I had confidence and trust in the treating physician.,line,Clean,,,,,,,,,,
healthcare/Healthcare Dashboard (1),healthcare,Patient satisfaction,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses min aggregation on 'Number of Records' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Number of Records,min,quantitative,rows,,
healthcare/Healthcare Dashboard (1),healthcare,The doctor explained the treatment understandably.,line,Clean,,,,,,,,,,
healthcare/Healthcare Dashboard,healthcare,Billing Amount,bar,Clean,,,,,,,,,,
healthcare/Healthcare Dashboard,healthcare,Gender,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses sum aggregation on 'Calculation_836262207838437377' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_836262207838437377,sum,quantitative,rows,,
healthcare/Healthcare Dashboard,healthcare,Total #patients,line,Clean,,,,,,,,,,
healthcare/Healthcare Dashboard,healthcare,Visit History,circle,Clean,,,,,,,,,,
healthcare/Healthcare Dashboard_ Emergency Room,healthcare,Admission: Age,bar,Clean,,,,,,,,,,
healthcare/Healthcare Dashboard_ Emergency Room,healthcare,Admission: Department (Running Total),area,Clean,,,,,,,,,,
healthcare/Healthcare Dashboard_ Emergency Room,healthcare,Calendar,circle,Clean,,,,,,,,,,
healthcare/Healthcare Dashboard_ Emergency Room,healthcare,Detail Table,circle,Clean,,,,,,,,,,
healthcare/Healthcare in Singapore,healthcare,Beds in Inpatient Facilities,area,Clean,,,,,,,,,,
healthcare/Healthcare in Singapore,healthcare,Healthcare Personnel,area,Clean,,,,,,,,,,
healthcare/Healthcare in Singapore,healthcare,Public Hospitals Admissions,area,Clean,,,,,,,,,,
healthcare/Healthcare Quality Measures,healthcare,Performance by Month,line,Clean,,,,,,,,,,
healthcare/Healthcare Revenue Cycle Management - Self Pay,healthcare,P2P Tier,square,Clean,,,,,,,,,,
healthcare/Healthcare Spending,healthcare,Sheet 1,line,Clean,,,,,,,,,,
healthcare/healthcare,healthcare,Sheet 2,line,Clean,,,,,,,,,,
healthcare/Healthcare_ADT,healthcare,Discharge Trends,bar,Clean,,,,,,,,,,
healthcare/healthcare_function_nha_india,healthcare,Sheet 1,circle,Clean,,,,,,,,,,
healthcare/healthcare_function_nha_india,healthcare,Sheet 2,circle,Clean,,,,,,,,,,
healthcare/healthcare_function_nha_india,healthcare,Sheet 3,circle,Clean,,,,,,,,,,
healthcare/healthcare_function_nha_india,healthcare,Sheet 4,circle,Clean,,,,,,,,,,
healthcare/healthcare_provider_nha_india,healthcare,Sheet 1,circle,Clean,,,,,,,,,,
healthcare/healthcare_provider_nha_india,healthcare,Sheet 2,circle,Clean,,,,,,,,,,
healthcare/healthcare_provider_nha_india,healthcare,Sheet 3,circle,Clean,,,,,,,,,,
healthcare/healthcare_provider_nha_india,healthcare,Sheet 4,circle,Clean,,,,,,,,,,
healthcare/healthcare_revenue_nha_india,healthcare,Sheet 1,circle,Clean,,,,,,,,,,
healthcare/healthcare_revenue_nha_india,healthcare,Sheet 2,circle,Clean,,,,,,,,,,
healthcare/healthcare_revenue_nha_india,healthcare,Sheet 3,circle,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,Admission Circles,circle,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,Admission Rate Bars,bar,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,All Weeks,square,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,Casualties Bars,bar,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,Casualties Circles,circle,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,D2D Bars,bar,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,D2D Circles,circle,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,Discharged Bars,bar,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,Discharged Circles,circle,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,ESI Index,bar,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,Heatmap,square,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,Insurance Type,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_1487313844256862333' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_1487313844256862333,usr,quantitative,cols,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,LWBS Bars,bar,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,LWBS Circles,circle,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,LoS Bars,bar,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,LoS Circles,circle,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,No of Patients Bars,bar,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,No of Patients Circles,circle,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,PSAT Bars,bar,Clean,,,,,,,,,,
healthcare/Hospital Emergency Department Performance Dashboard _ #VOTD,healthcare,PSAT Circles,circle,Clean,,,,,,,,,,
healthcare/Life Expectancy vs Healthcare Expenditure,healthcare,Sheet 1,line,Clean,,,,,,,,,,
healthcare/Makana Health Physician Scorecard,healthcare,Attending Legend,square,Clean,,,,,,,,,,
healthcare/Makana Health Physician Scorecard,healthcare,Benchmark - Query Responses,pie,Clean,,,,,,,,,,
healthcare/Makana Health Physician Scorecard,healthcare,Diagnosis with Queries,circle,Clean,,,,,,,,,,
healthcare/Makana Health Physician Scorecard,healthcare,Group Legend,square,Clean,,,,,,,,,,
healthcare/Makana Health Physician Scorecard,healthcare,Physician Finder Scatterplot,circle,Clean,,,,,,,,,,
healthcare/Makana Health Physician Scorecard,healthcare,Selected MD - Query Responses,pie,Clean,,,,,,,,,,
healthcare/Optical Reporting Dashboard,healthcare,#Opticians,text,Clean,,,,,,,,,,
healthcare/Optical Reporting Dashboard,healthcare,#Patients,text,Clean,,,,,,,,,,
healthcare/Optical Reporting Dashboard,healthcare,#Total Appointments,text,Clean,,,,,,,,,,
healthcare/Optical Reporting Dashboard,healthcare,Appointment Trend ,line,Clean,,,,,,,,,,
healthcare/Optical Reporting Dashboard,healthcare,Rank ,text,Clean,,,,,,,,,,
healthcare/Optical Reporting Dashboard,healthcare,weekly Appointment,square,Clean,,,,,,,,,,
healthcare/Optical Reporting Dashboard,healthcare,weekly Appointment ,line,Clean,,,,,,,,,,
healthcare/Patient360 Healthcare Dashboard,healthcare,Condition History,line,Clean,,,,,,,,,,
healthcare/Patient360 Healthcare Dashboard,healthcare,Gender Distribution,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_1112389157371252740' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_1112389157371252740,usr,quantitative,cols,,
healthcare/Patient360 Healthcare Dashboard,healthcare,KPI Total Encounters Area,area,Clean,,,,,,,,,,
healthcare/Patient360 Healthcare Dashboard,healthcare,KPI Total Patients Area,area,Clean,,,,,,,,,,
healthcare/Patient360 Healthcare Dashboard,healthcare,KPI Total Procedures Area,area,Clean,,,,,,,,,,
healthcare/Patient360 Healthcare Dashboard,healthcare,KPI Total Visits Area,area,Clean,,,,,,,,,,
healthcare/Patient360 Healthcare Dashboard,healthcare,Procedure History,circle,Clean,,,,,,,,,,
healthcare/Patient360 Healthcare Dashboard,healthcare,Top Conditions,bar,Clean,,,,,,,,,,
healthcare/Patient360 Healthcare Dashboard,healthcare,Top Procedures,bar,Clean,,,,,,,,,,
healthcare/Patient360 Healthcare Dashboard,healthcare,Top Service Provider,bar,Clean,,,,,,,,,,
healthcare/Patient360 Healthcare Dashboard,healthcare,Visit History,circle,Clean,,,,,,,,,,
healthcare/The Shape of HealthCare Spending _ #ProjectHealthViz,healthcare,AdminIndicator,circle,Clean,,,,,,,,,,
healthcare/The Shape of HealthCare Spending _ #ProjectHealthViz,healthcare,MedicalGoods,circle,Clean,,,,,,,,,,
healthcare/The Shape of HealthCare Spending _ #ProjectHealthViz,healthcare,PreventiveIndicator,circle,Clean,,,,,,,,,,
healthcare/The Shape of HealthCare Spending _ #ProjectHealthViz,healthcare,RehabilitativeIndicator,circle,Clean,,,,,,,,,,
healthcare/The Shape of HealthCare Spending _ #ProjectHealthViz,healthcare,selector_sheet,square,Clean,,,,,,,,,,
healthcare/The Shape of HealthCare Spending _ #ProjectHealthViz,healthcare,tooltip,line,Clean,,,,,,,,,,
healthcare/UN·insured,healthcare,Forecasted shift,square,Clean,,,,,,,,,,
healthcare/UN·insured,healthcare,State legend,bar,Clean,,,,,,,,,,
hr/#Hackathon Viz - HR Analytics Dashboard,hr,% Employees by Attrition Status,pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses usr aggregation on 'Calculation_261771750104080426' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_261771750104080426,usr,quantitative,rows,,
hr/#Hackathon Viz - HR Analytics Dashboard,hr,% Employees by Attrition Status (2),pie,Flagged,M6_pie_without_pcto,WARNING,Pie chart uses min aggregation on 'Calculation_261771750104096812' without Percent of Total. Pie slices represent proportions — raw values make the chart harder to interpret accurately.,Switch the aggregation to Quick Table Calculation → Percent of Total.,Calculation_261771750104096812,min,quantitative,rows,,
hr/#Hackathon Viz - HR Analytics Dashboard,hr,Attrition Trend,area,Clean,,,,,,,,,,
hr/#Hackathon Viz - HR Analytics Dashboard,hr,Attrition Trend (Landing Page),area,Clean,,,,,,,,,,
